,order_id,customer_id,product_id,quantity,price,order_date,id,name,username,email,phone,website,address.street,address.suite,address.city,address.zipcode,address.geo.lat,address.geo.lng,company.name,company.catchPhrase,company.bs,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure
22,1790,5,30,3,71.28,2022-09-28,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
23,3139,5,1,6,37.99,2023-03-27,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
24,7004,5,1,8,12.96,2022-08-29,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
25,7118,5,25,1,76.14,2022-12-06,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
26,5307,5,3,7,51.98,2022-09-01,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
27,8310,5,37,10,79.35,2023-02-07,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
28,1896,5,42,4,40.66,2022-12-12,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
29,5476,5,40,4,37.82,2022-10-16,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
30,8154,5,18,7,61.47,2023-02-23,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
31,2190,5,5,1,89.76,2022-06-01,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
32,5728,5,25,6,70.41,2022-11-15,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
33,6386,5,11,4,64.17,2023-04-28,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
34,9495,5,40,1,50.55,2022-12-27,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
35,3524,5,48,1,60.63,2022-10-28,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
36,2684,5,41,3,20.41,2022-09-19,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
37,9557,5,14,7,67.62,2023-04-15,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
38,2045,5,17,4,81.85,2022-11-01,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
39,9085,5,15,1,66.31,2022-10-15,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
40,2067,5,20,9,94.1,2022-11-24,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
41,6096,5,31,7,63.27,2022-08-21,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
42,4075,5,19,4,71.17,2023-03-20,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
43,3994,5,48,6,63.09,2023-02-07,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
44,1973,5,27,9,71.51,2022-06-18,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
45,5800,5,9,3,14.62,2022-12-01,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
46,4339,5,12,10,83.4,2023-04-21,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
47,1013,5,30,8,47.12,2022-12-16,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
48,1030,5,2,5,91.05,2022-09-27,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
49,3805,5,13,8,12.43,2023-01-04,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
50,1549,5,14,9,71.57,2022-09-03,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
51,5199,5,41,8,72.3,2022-12-24,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
52,1696,5,5,4,34.65,2022-08-23,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
53,3862,5,50,9,16.12,2022-10-14,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
54,6224,5,28,1,67.03,2022-10-11,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
55,7785,5,33,7,49.97,2022-09-11,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
56,8265,5,36,6,92.18,2023-01-13,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
57,7981,5,15,5,75.46,2022-07-19,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
58,8816,5,11,7,35.2,2022-10-28,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
59,1127,5,7,2,76.68,2022-09-18,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
60,3237,5,18,6,63.38,2022-09-22,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
61,3867,5,41,1,39.51,2022-11-18,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
62,6321,5,49,5,99.75,2022-09-14,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
63,2038,5,16,3,32.14,2023-04-14,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
64,5104,5,4,1,70.7,2023-05-02,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
65,4702,5,4,6,51.82,2023-01-09,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
66,6929,5,27,5,95.59,2023-01-24,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
67,8830,5,40,7,89.28,2023-03-08,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
68,6090,5,44,2,42.54,2023-04-13,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
69,8315,5,22,4,55.19,2022-11-05,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
70,1749,5,23,2,68.51,2023-04-30,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
71,3896,5,10,8,93.34,2023-02-05,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
72,9989,5,49,6,16.67,2023-05-02,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
73,3518,5,13,6,56.84,2022-08-15,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
74,7267,5,45,2,61.82,2022-10-02,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
75,1547,5,32,8,29.98,2022-12-06,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
76,3710,5,21,3,79.49,2022-10-09,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
77,9233,5,24,8,42.94,2023-02-10,5,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,(254)954-1289,demarco.info,Skiles Walks,Suite 351,Roscoeview,33263,-31.8129,62.5342,Keebler LLC,User-centric fault-tolerant solution,revolutionize end-to-end systems,804,Clouds,overcast clouds,04d,293.18,293.07,293.18,,1025
